DataZone,DZName,CoBenefits_Sum_Weighted,geometry
S01009758,Darnley East - 01,1879.5302172470979,"list(list(c(254366.6869, 254302.6485, 254285.4957, 254267.8897, 254221.2935, 254144.0477, 254143.5286, 254141.6996, 254109.9956, 254151.9996, 254123.9996, 254123.9996, 254114.9996, 254113.9996, 254102.9996, 254103.9996, 254101.9996, 254093.9996, 254095.0006, 254081.9996, 254077.9996, 254064.9996, 254054.3776, 254054.0656, 254043.6956, 254003.3076, 253986.9996, 253983.9996, 253983.9996, 253999.9996, 254024.9996, 254046.9996, 254058.9996, 254081.9996, 254066.9986, 254105.9996, 254074.9996, 254088.9996, 
254100.9996, 254097.9986, 254086.9996, 254072.9996, 254084.9996, 254115.9996, 254148.5636, 254152.9996, 254227.9996, 254251.9996, 254305.9996, 254304.1866, 254338.7646, 254366.6869, 658648.1653, 658571.971000001, 658551.5624, 658530.614399999, 658475.1733, 658383.2653, 658383.764, 658385.573999999, 658412.315, 658463, 658491, 658497, 658498, 658490, 658495, 658498, 658505, 658510, 658503, 658512, 658507, 658517, 658516.986, 658529.872, 658540.241, 658560.435, 658560, 658578, 658600, 658594, 658633, 
658610, 658619, 658654, 658664, 658702, 658722, 658753, 658771, 658781, 658792, 658798, 658830, 658816, 658805.438999999, 658804, 658777, 658754, 658705, 658702.316, 658672.357000001, 658648.1653)))"
S01009759,Darnley East - 02,1175.8562662983427,"list(list(c(254196.9996, 254186.9996, 254181.9996, 254180.9996, 254181.9996, 254184.9996, 254190.0496, 254203.2786, 254182.9996, 254181.9996, 254188.9996, 254161.9996, 254178.9996, 254131.9996, 254115.9996, 254099.9996, 254081.9996, 254050.9996, 254030.9996, 254012.8176, 253999.9996, 253975.1486, 253971.9256, 253943.1986, 253930.9806, 253916.7826, 253848.9996, 253863.5956, 253864.9996, 253836.8756, 253807.3386, 253965.2316, 253999.9996, 254038.6186, 254015.3566, 254023.5196, 254029.6076, 254031.8196, 
254032.6346, 254033.5086, 254040.9996, 254039.9996, 254046.9996, 254108.9996, 254119.9996, 254126.9996, 254141.9996, 254356.9996, 254361.9996, 254318.9996, 254286.9996, 254250.0006, 254223.9996, 254212.9996, 254196.9996, 660082, 660053, 660018, 660000, 659980, 659917, 659855, 659761.817, 659753, 659742, 659706, 659700, 659651, 659642, 659629.999, 659617, 659598.999, 659570, 659544, 659524.649, 659512, 659484.745999999, 659497.040999999, 659536.664000001, 659545.579, 659555.484999999, 659595, 659615.983999999, 
659618, 659679.969, 659702.802999999, 659861.849, 659888, 659924.06, 659945.703, 659974, 659991.02, 659997.210000001, 660000, 660002.994999999, 660047, 660057, 660084, 660074, 660081, 660068, 660146, 660215.999, 660194, 660186, 660171, 660147, 660122.999, 660106, 660082)))"
S01009760,Darnley East - 03,1577.679,"list(list(c(254419.1, 254431.1961, 254437.7386, 254441.2354, 254444.5, 254451.6235, 254461.5, 254481, 254486.7586, 254489.7, 254495.4, 254495.9764, 254496.6926, 254497.881, 254498.3004, 254501.3, 254501.9, 254500.9837, 254499.3, 254495.1626, 254493.7425, 254490.7995, 254487.9316, 254487.7, 254492.2141, 254500, 254500.3241, 254501.8, 254500, 254497.9, 254496.4, 254454.9157, 254407.9824, 254401.2869, 254366.6869, 254338.7646, 254304.1866, 254305.9996, 254251.9996, 254227.9996, 254152.9996, 254148.5636, 
254115.9996, 254084.9996, 254059.9996, 254077.0136, 254033.9496, 254040.6956, 254065.7526, 254046.9996, 253999.9996, 253959.9996, 253940.0006, 253978.9996, 253943.9886, 253961.9996, 253971.0006, 253967.0296, 253954.9996, 253947.9996, 253939.5506, 253961.9996, 253999.9996, 254030.9996, 254055.2696, 254113.7896, 254119.6616, 254142.9476, 254174.5366, 254134.9996, 254132.9996, 254130.9996, 254121.9996, 254112.9996, 254107.9996, 254110.3866, 254105.4246, 254102.1176, 254088.4756, 254072.0026, 254076.4816, 
254083.4326, 254084.5456, 254091.7746, 254103.6516, 254081.9996, 254099.9996, 254115.9996, 254131.9996, 254178.9996, 254161.9996, 254188.9996, 254210.5866, 254238.8276, 254241.5186, 254242.6911, 254241.7, 254242.2864, 254300.9961, 254311, 254314.8716, 254316.1856, 254329.9325, 254385.5, 254394.5687, 254419.1, 659330.5, 659308.9745, 659297.332, 659291.1095, 659285.300000001, 659264.9353, 659236.699999999, 659187.5, 659165.922, 659154.9, 659121.800000001, 659115.840500001, 659108.434900001, 659096.1493, 
659091.8138, 659060.800000001, 659035.699999999, 659016.355900001, 658980.800000001, 658923.8048, 658904.24, 658863.698899999, 658824.190300001, 658821, 658817.073000001, 658810.300000001, 658809.993799999, 658808.6, 658806.800000001, 658804.199999999, 658802.5, 658753.1415, 658697.2993, 658689.332800001, 658648.1653, 658672.357000001, 658702.316, 658705, 658754, 658777, 658804, 658805.438999999, 658816, 658830, 658840, 658880.899, 658898.601, 658910.716, 658968.984999999, 658975, 659000, 659038.001, 
659056, 659126, 659146.718, 659172, 659193.001, 659213.48, 659234, 659245, 659264.397, 659279, 659249, 659217, 659258.695, 659225.705, 659235.42, 659238.253, 659246.146, 659291, 659303, 659308, 659313, 659315, 659314, 659434.523, 659463.463, 659489.508, 659516.381999999, 659542.696, 659549.219, 659554.779999999, 659556.17, 659563.956, 659576.546, 659598.999, 659617, 659629.999, 659642, 659651, 659700, 659706, 659665.092, 659613.315, 659606.724, 659602.918299999, 659602.4, 659601.358999999, 659497.1558, 
659479.4, 659473.8913, 659472.0218, 659452.4625, 659373.4, 659361.821, 659330.5)))"
S01009761,Darnley East - 04,2117.3580708762884,"list(list(c(254084.9996, 254072.9996, 254086.9996, 254097.9986, 254100.9996, 254088.9996, 254074.9996, 254105.9996, 254066.9986, 254081.9996, 254058.9996, 254046.9996, 254024.9996, 253999.9996, 253983.9996, 253968.9996, 253953.9996, 253944.0906, 253923.0106, 253912.9996, 253882.9996, 253870.9996, 253868.9996, 253854.9996, 253855.9996, 253821.1536, 253820.1996, 253799.7316, 253782.9996, 253781.9996, 253774.9996, 253808.9996, 253843.9996, 253858.9996, 253897.9996, 253915.9996, 253940.0006, 253934.9996, 
253890.9996, 253897.9996, 253900.9996, 253887.6176, 253867.9286, 253857.2086, 253857.4276, 253848.4586, 253844.3166, 253839.9996, 253754.9996, 253748.9996, 253752.9996, 253805.9996, 253804.9996, 253817.9996, 253878.0006, 253768.9996, 253741.9996, 253826.9996, 253847.0006, 253870.9996, 253867.9996, 253876.9996, 253878.0006, 253906.5756, 253938.0716, 253941.0306, 253947.9996, 253943.9886, 253978.9996, 253940.0006, 253959.9996, 253999.9996, 254046.9996, 254065.7526, 254040.6956, 254033.9496, 254077.0136, 
254059.9996, 254084.9996, 658830, 658798, 658792, 658781, 658771, 658753, 658722, 658702, 658664, 658654, 658619, 658610, 658633, 658594, 658600, 658602, 658617, 658623.543, 658601.304, 658612, 658608, 658596, 658574, 658553, 658537, 658534.108999999, 658540.249, 658539, 658557, 658633, 658699.999, 658725, 658727, 658751, 658756, 658750, 658739, 658780, 658779, 658790.001, 658800, 658798.165999999, 658794.446, 658794.446, 658804.294, 658804.950999999, 658804.869000001, 658758, 658755, 658968, 658978.999, 
658978.999, 659000, 659022, 659094, 659182, 659195, 659319, 659308, 659288, 659277, 659264, 659253, 659218.551000001, 659195.732999999, 659177.563999999, 659160, 659146.718, 659126, 659056, 659038.001, 659000, 658975, 658968.984999999, 658910.716, 658898.601, 658880.899, 658840, 658830)))"
S01009762,Darnley East - 05,1463.499650297619,"list(list(c(253971.9256, 253975.1486, 253999.9996, 254012.8176, 254030.9996, 254050.9996, 254081.9996, 254103.6516, 254091.7746, 254084.5456, 254083.4326, 254076.4816, 254072.0026, 254088.4756, 254102.1176, 254105.4246, 254110.3866, 254107.9996, 254112.9996, 254121.9996, 254130.9996, 254132.9996, 254134.9996, 254174.5366, 254142.9476, 254119.6616, 254113.7896, 254055.2696, 254030.9996, 253999.9996, 253961.9996, 253939.5506, 253947.9996, 253954.9996, 253967.0296, 253971.0006, 253961.9996, 253943.9886, 
253947.9996, 253941.0306, 253938.0716, 253906.5756, 253878.0006, 253876.9996, 253867.9996, 253870.9996, 253847.0006, 253826.9996, 253741.9996, 253657.9996, 253639.5616, 253644.0806, 253651.8276, 253674.4256, 253702.8356, 253780.3146, 253799.0386, 253807.3386, 253836.8756, 253864.9996, 253863.5956, 253848.9996, 253916.7826, 253930.9806, 253943.1986, 253971.9256, 659497.040999999, 659484.745999999, 659512, 659524.649, 659544, 659570, 659598.999, 659576.546, 659563.956, 659556.17, 659554.779999999, 
659549.219, 659542.696, 659516.381999999, 659489.508, 659463.463, 659434.523, 659314, 659315, 659313, 659308, 659303, 659291, 659246.146, 659238.253, 659235.42, 659225.705, 659258.695, 659217, 659249, 659279, 659264.397, 659245, 659234, 659213.48, 659193.001, 659172, 659146.718, 659160, 659177.563999999, 659195.732999999, 659218.551000001, 659253, 659264, 659277, 659288, 659308, 659319, 659195, 659238, 659259.65, 659295.139, 659352.578, 659440.35, 659519.086999999, 659663.652000001, 659693.34, 659702.802999999, 
659679.969, 659618, 659615.983999999, 659595, 659555.484999999, 659545.579, 659536.664000001, 659497.040999999)))"
S01009763,Darnley East - 06,4223.784106206897,"list(list(c(253968.9996, 253983.9996, 253983.9996, 253986.9996, 254003.3076, 254043.6956, 254054.0656, 254054.3776, 254064.9996, 254077.9996, 254081.9996, 254095.0006, 254093.9996, 254101.9996, 254103.9996, 254102.9996, 254113.9996, 254114.9996, 254123.9996, 254123.9996, 254151.9996, 254109.9956, 254141.6996, 254143.5286, 254144.0477, 254123.434, 254113.4, 254104.5636, 254062.5151, 254023.1372, 254010.9251, 254010.7, 253993.3044, 253992.4, 253945.5441, 253888.9321, 253668.1036, 253646.3146, 253656.9656, 
253698.6096, 253744.6096, 253753.9076, 253757.1346, 253763.2956, 253776.9996, 253799.7316, 253820.1996, 253821.1536, 253855.9996, 253854.9996, 253868.9996, 253870.9996, 253882.9996, 253912.9996, 253923.0106, 253944.0906, 253953.9996, 253968.9996, 658602, 658600, 658578, 658560, 658560.435, 658540.241, 658529.872, 658516.986, 658517, 658507, 658512, 658503, 658510, 658505, 658498, 658495, 658490, 658498, 658497, 658491, 658463, 658412.315, 658385.573999999, 658383.764, 658383.2653, 658358.738500001, 
658346.800000001, 658336.372, 658286.7489, 658240.277799999, 658225.865800001, 658225.6, 658206.968800001, 658206, 658149.8358, 658081.9773, 658229.812999999, 658244.339, 658252.086999999, 658363.938999999, 658483.055, 658498.137, 658491.934, 658485.046, 658473, 658539, 658540.249, 658534.108999999, 658537, 658553, 658574, 658596, 658608, 658612, 658601.304, 658623.543, 658617, 658602)))"
S01009764,Darnley North - 01,1697.5342831050227,"list(list(c(253297.2826, 253338.4786, 253357.1746, 253358.5476, 253370.7426, 253371.9916, 253382.9996, 253385.6916, 253386.2126, 253386.8716, 253385.2976, 253398.3096, 253370.7806, 253363.9996, 253348.3286, 253347.0006, 253307.7216, 253300.7156, 253299.7636, 253323.2026, 253332.3706, 253331.8386, 253331.3126, 253327.9036, 253325.5426, 253321.0396, 253325.1826, 253338.1846, 253349.7246, 253361.4116, 253372.0936, 253374.2276, 253374.2816, 253407.2826, 253406.9896, 253407.5036, 253407.8756, 253407.9996, 
253403.4886, 253392.1146, 253373.2016, 253341.3376, 253313.3586, 253325.2756, 253315.9486, 253305.5856, 253294.7056, 253280.8716, 253278.7366, 253269.3836, 253261.6276, 253250.4256, 253244.8246, 253239.2236, 253234.4846, 253230.9076, 253203.4156, 253197.1996, 253189.3386, 253169.7076, 253160.1456, 253143.3386, 253113.2166, 253076.3146, 253013.8956, 253041.9996, 253078.9996, 253115.9996, 253117.9996, 253103.0006, 253083.9996, 253090.9996, 253105.9986, 253124.9996, 253147.9996, 253149.5596, 253158.9996, 
253166.9996, 253167.9986, 253189.9996, 253212.9996, 253246.9996, 253274.9996, 253297.2826, 659919.149, 659906.978, 659912.073999999, 659907.94, 659908.726, 659908.142999999, 659903.001, 659897.716, 659884.342, 659867.438999999, 659840.699999999, 659833.073999999, 659827.642000001, 659838, 659839.607999999, 659839.744000001, 659817.026, 659805.56, 659799.294, 659796.024, 659790.628, 659762.948999999, 659732.523, 659722.291999999, 659713.898, 659702.325999999, 659701.709000001, 659693.533, 659690.174000001, 
659690.758, 659699.15, 659699.816, 659687.403999999, 659686.846000001, 659673.259, 659608.294, 659569.806, 659557, 659541.636, 659488.721000001, 659496.749, 659515.134, 659531.448000001, 659558.898, 659566.666999999, 659577.284, 659596.965, 659618.92, 659622.562000001, 659619.227, 659614.49, 659617.073999999, 659617.935, 659629.347999999, 659637.744999999, 659639.709000001, 659628.478, 659623.221000001, 659615.811000001, 659608.166999999, 659599.802999999, 659589.23, 659556.65, 659577.283, 659612.182, 
659621, 659632, 659642, 659658.001, 659673, 659695, 659725, 659746, 659755, 659766, 659771.244999999, 659803, 659840, 659851, 659862, 659895, 659912, 659913, 659919.149)))"
S01009765,Darnley North - 02,1620.497346695558,"list(list(c(254046.9996, 254039.9996, 254040.9996, 254033.5086, 254032.6346, 254031.8196, 254029.6076, 254023.5196, 254015.3566, 254038.6186, 253999.9996, 253965.2316, 253807.3386, 253799.0386, 253780.3146, 253702.8356, 253674.4256, 253651.8276, 253644.0806, 253639.5616, 253567.3746, 253508.1786, 253355.5666, 253353.9986, 253374.1376, 253384.0836, 253392.1146, 253403.4886, 253407.9996, 253407.8756, 253407.5036, 253406.9896, 253407.2826, 253374.2816, 253374.2276, 253372.0936, 253361.4116, 253349.7246, 
253338.1846, 253325.1826, 253321.0396, 253325.5426, 253327.9036, 253331.3126, 253331.8386, 253332.3706, 253323.2026, 253299.7636, 253300.7156, 253307.7216, 253347.0006, 253348.3286, 253363.9996, 253370.7806, 253398.3096, 253385.2976, 253386.8716, 253386.2126, 253385.6916, 253382.9996, 253371.9916, 253370.7426, 253368.9996, 253365.9996, 253356.9996, 253351.5026, 253350.9326, 253350.2116, 253351.0006, 253353.9986, 253384.9986, 253421.9996, 253483.9996, 253496.7966, 253574.4876, 253614.2786, 253755.5736, 
253813.7186, 253804.9996, 253999.9996, 254060.9996, 254060.9996, 254046.9996, 660084, 660057, 660047, 660002.994999999, 660000, 659997.210000001, 659991.02, 659974, 659945.703, 659924.06, 659888, 659861.849, 659702.802999999, 659693.34, 659663.652000001, 659519.086999999, 659440.35, 659352.578, 659295.139, 659259.65, 659300.563999999, 659333.116, 659417.039000001, 659418, 659455.904999999, 659476.550000001, 659488.721000001, 659541.636, 659557, 659569.806, 659608.294, 659673.259, 659686.846000001, 
659687.403999999, 659699.816, 659699.15, 659690.758, 659690.174000001, 659693.533, 659701.709000001, 659702.325999999, 659713.898, 659722.291999999, 659732.523, 659762.948999999, 659790.628, 659796.024, 659799.294, 659805.56, 659817.026, 659839.744000001, 659839.607999999, 659838, 659827.642000001, 659833.073999999, 659840.699999999, 659867.438999999, 659884.342, 659897.716, 659903.001, 659908.142999999, 659908.726, 659944, 659972, 659986, 659996.986, 660000, 660003.811000001, 660018, 660034, 660050, 
660060, 660057, 660079.244000001, 660073.467, 660070.509, 660067.332, 660067.059, 660096.999, 660117, 660133, 660106, 660084)))"
S01009766,Darnley North - 03,1812.5286347305391,"list(list(c(252905.2876, 252896.2456, 252889.9326, 252881.9266, 252874.7416, 252867.3086, 252838.5306, 252817.0866, 252807.8466, 252794.7756, 252784.4026, 252775.9996, 252748.9996, 252703.9996, 252700.0006, 252731.0006, 252745.0856, 252762.4186, 252774.8726, 252790.3676, 252792.3956, 252795.1006, 252803.8546, 252800.4506, 252791.9396, 252788.2916, 252785.8606, 252780.9966, 252776.8626, 252771.5126, 252767.3786, 252754.7346, 252747.9996, 252719.9996, 252684.9996, 252648.8266, 252611.5746, 252580.7586, 
252554.4246, 252544.3806, 252543.8436, 252550.8156, 252550.5236, 252552.6686, 252551.4986, 252555.4936, 252546.9996, 252537.1006, 252533.6266, 252532.8546, 252552.6726, 252546.6316, 252527.1366, 252529.1836, 252499.9996, 252470.9996, 252430.9996, 252433.9996, 252452.0006, 252448.9996, 252445.9996, 252480.3966, 252479.6276, 252477.9206, 252486.3106, 252483.6496, 252570.9996, 252570.9996, 252584.9996, 252584.9996, 252590.9996, 252576.9996, 252578.8456, 252570.9446, 252610.2006, 252616.9996, 252629.9996, 
252641.9996, 252650.9996, 252646.9996, 252663.9996, 252676.9996, 252702.3186, 252735.9996, 252788.9996, 252823.3286, 252841.2986, 252859.6866, 252868.4626, 252870.6366, 252936.2756, 252922.0786, 252914.8456, 252905.2876, 659597.933, 659586.847999999, 659578.017999999, 659567.555, 659573.278000001, 659579.323000001, 659586.782, 659592.914999999, 659594.844, 659593.897, 659593.482999999, 659592, 659594, 659543, 659528, 659458, 659467.752, 659482.051999999, 659467.566, 659450.908, 659448.59, 659449.357000001, 
659444.979, 659431.843, 659420.896, 659416.029999999, 659413.354, 659407.516000001, 659401.921, 659393.892999999, 659389.027000001, 659399.244999999, 659402, 659381, 659359, 659345.301000001, 659317.228, 659285.061000001, 659308.44, 659317.992, 659326.896, 659332.879000001, 659342.821, 659342.821, 659363.193, 659367.319, 659380, 659399.918, 659413.816, 659419.414999999, 659423.640000001, 659452.381999999, 659451.213, 659481.415999999, 659476, 659481, 659492, 659500.001, 659495, 659528, 659561, 659561.637, 
659574.788000001, 659603.981000001, 659604.531, 659644.677999999, 659650.194, 659639, 659634, 659627.001, 659623, 659604, 659602.296, 659593.049000001, 659556.725, 659563, 659578, 659573, 659580, 659592, 659614, 659618, 659655.937000001, 659658.001, 659660, 659661.914999999, 659668.602, 659679.884, 659692.841, 659691.513, 659651.412, 659622.672, 659609.137, 659597.933)))"
